"","year","age","maritl","race","education","region","jobclass","health","health_ins","logwage","wage"
"1734",2009,57,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","2. No","4.69897000433602",109.833985642199
"1735",2005,40,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5",148.413159102577
"1736",2003,48,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.43710021942166",84.5294690248517
"1737",2004,46,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.6232492903979",101.82435207568
"1738",2009,58,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.65321251377534",104.921506533664
"1739",2003,50,"Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.65321251377534",104.921506533664
"1740",2005,38,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.60205999132796",99.6894636984864
"1741",2004,33,"Never Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.61909333062674",101.402052302992
"1742",2007,52,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.00432137378264",149.055895589404
"1743",2004,48,"Married","White","< HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.30102999566398",73.7757432746946
"1744",2006,53,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","2. No","5.07918124604763",160.642475408263
"1745",2008,37,"Never Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"1746",2007,43,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.78252278729839",119.405204322401
"1747",2008,54,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.68124123737559",107.903923866876
"1748",2004,41,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.04257551244019",154.868367231559
"1749",2005,57,"Married","White","College Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.32221929473392",75.3556793180091
"1750",2007,54,"Married","White","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.77524625974024",118.539502533774
"1751",2009,25,"Divorced","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.34242268082221",76.8936025176112
"1752",2003,35,"Separated","White","< HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.13033376849501",62.198679430261
"1753",2008,29,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5.20411998265593",182.020620963512
"1754",2009,36,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5.59061783348625",267.901086855275
"1755",2005,43,"Married","White","College Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.95424250943933",141.77517233318
"1756",2007,41,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.23044892137827",186.876677628007
"1757",2003,52,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.27875360095283",72.1504556815713
"1758",2005,48,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","3.90308998699194",49.5553381215226
"1759",2003,51,"Married","Black","HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.39794000867204",81.2832532842527
"1760",2004,55,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"1761",2004,37,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","2. No","4.57978359661681",97.4932940453934
"1762",2007,48,"Never Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.7160033436348",111.720849360989
"1763",2003,42,"Married","White","< HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.6232492903979",101.82435207568
"1764",2007,43,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.84509804001426",127.115743812184
"1765",2006,32,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.47712125471966",87.9810327856054
"1766",2006,33,"Never Married","White","College Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.43136376415899",84.0459576539924
"1767",2003,48,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.36172783601759",78.3924668009837
"1768",2009,20,"Never Married","Black","Some College","2. Middle Atlantic","Information",">=Very Good","2. No","3.83657727484065",46.3665027412862
"1769",2005,43,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.88930170250631",132.860765311572
"1770",2003,58,"Divorced","Black","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.12057393120585",61.5945831752282
"1771",2004,38,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.60205999132796",99.6894636984864
"1772",2008,23,"Never Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.19312459835446",66.2294082943902
"1773",2009,54,"Divorced","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.69019608002851",108.874525834712
"1774",2007,66,"Married","White","5. Advanced Degree","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.60205999132796",99.6894636984864
"1775",2009,47,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.02938377768521",152.838800991182
"1776",2003,35,"Married","White","Some College","2. Middle Atlantic","Information","<=Good","2. No","4.34242268082221",76.8936025176112
"1777",2008,39,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.96378782734556",143.134940811134
"1778",2005,35,"Never Married","Black","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.77815125038364",125.20428658029
"1779",2006,40,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.32559775286002",75.610695863947
"1780",2006,41,"Married","Asian","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"1781",2004,40,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.17609125905568",176.989650489877
"1782",2006,50,"Married","Black","HS Grad",NA,"Industrial","<=Good","2. No","4.07918124604763",59.0970640815891
"1783",2004,35,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.60205999132796",99.6894636984864
"1784",2009,43,"Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","2. No","4.55630250076729",95.2307125669819
"1785",2005,26,"Never Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.65321251377534",104.921506533664
"1786",2009,23,"Never Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","3.90308998699194",49.5553381215226
"1787",2003,61,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","2. No","4.8750612633917",130.982177377461
"1788",2004,24,"Never Married","White","College Grad","2. Middle Atlantic","Information","<=Good","1. Yes","3.77815125038364",43.7351116779821
"1789",2006,66,"Married","Black","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"1790",2006,50,"Widowed","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"1791",2005,22,"Never Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","2. No","4.31806333496276",75.0431540173515
"1792",2004,62,"Married","Black","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.51851393987789",91.6992261117042
"1793",2003,55,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.66275783168157",105.927810775063
"1794",2004,41,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.30102999566398",73.7757432746946
"1795",2005,54,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.13672056715641",170.156834417801
"1796",2009,29,"Married","Asian","College Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.92941892571429",138.299126920883
"1797",2004,39,"Married","Black","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.6232492903979",101.82435207568
"1798",2006,71,"Divorced","White","College Grad","2. Middle Atlantic","Information","<=Good","2. No","4.47712125471966",87.9810327856054
"1799",2003,22,"Never Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.36172783601759",78.3924668009837
"1800",2007,48,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.81291335664286",123.089699847943
"1801",2009,35,"Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.75587485567249",116.265324062503
"1802",2003,46,"Married","White","College Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.50514997831991",90.4819133566401
"1803",2003,51,"Married","White","< HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.69897000433602",109.833985642199
"1804",2005,55,"Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.65321251377534",104.921506533664
"1805",2005,36,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"1806",2008,57,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.54406804435028",94.0727147457005
"1807",2005,21,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.95424250943933",141.77517233318
"1808",2006,60,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.85733249643127",128.680488220624
"1809",2006,41,"Never Married","Black","Some College","2. Middle Atlantic","Industrial","<=Good","2. No","4.30102999566398",73.7757432746946
"1810",2004,56,"Married","White","College Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.93701610746481",139.353811767493
"1811",2005,32,"Never Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.54406804435028",94.0727147457005
"1812",2003,32,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.30102999566398",73.7757432746946
"1813",2006,36,"Divorced","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.68124123737559",107.903923866876
"1814",2006,28,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.16731733474818",64.5420748732979
"1815",2009,60,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information","<=Good","2. No","4.92941892571429",138.299126920883
"1816",2003,42,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.49136169383427",89.2428846644714
"1817",2006,55,"Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.60205999132796",99.6894636984864
"1818",2003,36,"Married","Black","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"1819",2006,46,"Never Married","Black","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.50514997831991",90.4819133566401
"1820",2008,62,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.49415459401844",89.4924795180001
"1821",2006,44,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.63245729218472",102.766280877288
"1822",2006,36,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"1823",2004,41,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","5",148.413159102577
"1824",2006,22,"Never Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.74036268949424",114.475713290347
"1825",2008,51,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.86740855652279",129.983634818897
"1826",2008,57,"Married","White","< HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.70757017609794",110.782650276254
"1827",2005,55,"Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.74036268949424",114.475713290347
"1828",2003,36,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","5",148.413159102577
"1829",2008,43,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.62321723414596",276.778413321176
"1830",2003,38,"Married","White","Some College","2. Middle Atlantic","Information","<=Good","2. No","3.17609125905568",23.9529444789965
"1831",2006,27,"Never Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","2. No","4.64345267648619",103.90247060316
"1832",2007,32,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.77815125038364",NA
"1833",2009,44,"Never Married","White","< HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.27230584440209",71.6867436659172
"1834",2008,56,"Married","Asian","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5.62321723414596",276.778413321176
"1835",2007,38,"Married","Black","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.95424250943933",141.77517233318
"1836",2003,36,"Married","White","< HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.60205999132796",99.6894636984864
"1837",2005,28,"Never Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.69019608002851",108.874525834712
"1838",2005,39,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.38021124171161",79.8549003093467
"1839",2008,42,"Never Married","Black","HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.36925297501043",78.9846061809321
